	Subject	Conn Gain>Loss	Conn Gain>Neut	Conn Loss>Neut	Conn Salience	Conn Hit-Miss	Conn LG-SG	Conn LL-SL
14	sub-1243	0.4716963768005371	0.1087803915143013	-0.37210318446159363	0.16127540171146393	-0.15614880621433258	0.12536589801311493	0.05814164876937866
15	sub-1244	-0.1995355188846588	-0.08515629172325134	0.13017146289348602	0.10324835032224655	0.06845086067914963	-0.14868365228176117	0.18219499289989471
16	sub-1245	0.41032668948173523	-0.27196604013442993	-0.6412840485572815	-0.3019518256187439	-0.26957347989082336	-0.29587143659591675	0.40092965960502625
17	sub-1247	-0.06384608894586563	-0.17098134756088257	-0.20805467665195465	-0.42383190989494324	-0.32167646288871765	-0.16581465303897858	-0.001092183985747397
18	sub-1248	0.22650699317455292	0.31563955545425415	0.1378379464149475	0.1285123974084854	-0.30156925320625305	0.023831099271774292	-0.08274823427200317
19	sub-1249	-0.17614135146141052	-0.24425595998764038	0.009664470329880714	-0.402827650308609	0.21167780458927155	-0.018334195017814636	-0.12200457602739334
20	sub-1255	0.11259011924266815	-0.05073243007063866	-0.2888313829898834	-0.5030893683433533	0.2049165666103363	-0.06179875135421753	-0.0929240733385086
21	sub-1276	-0.1718629002571106	-0.5306541919708252	-0.3587912619113922	-0.4868379831314087	-0.06431415677070618	-0.10260219871997833	0.07452535629272461
22	sub-1282	-0.12557317316532135	0.5942063331604004	0.7197795510292053	0.14438511431217194	0.43980637192726135	-0.1645861268043518	-0.17715242505073547
23	sub-1286	-0.21602393686771393	-0.15880155563354492	0.05722236633300781	0.3106694519519806	-0.8237705826759338	0.2677161693572998	-0.02674347348511219
24	sub-1294	-0.05778675898909569	0.0002623539185151458	0.05804911628365517	0.06603486835956573	-1.2098298072814941	-0.08488902449607849	0.10947510600090027
25	sub-1300	0.06017015129327774	-0.060762885957956314	0.014624007977545261	0.5084517598152161	0.14580602943897247	0.46174952387809753	-0.1440640240907669
26	sub-1301	-0.2726947069168091	-0.25996139645576477	0.035619016736745834	0.35371142625808716	-0.16536961495876312	0.0017108619213104248	0.29620370268821716
27	sub-1302	-0.013876917771995068	-0.13132646679878235	-0.117449551820755	0.172931969165802	-0.6881387233734131	0.009141453541815281	0.18907184898853302
28	sub-1303	0.04710744693875313	0.585441529750824	0.5383341312408447	0.7340344786643982	0.03364011272788048	0.17318877577781677	-0.05842435732483864
29	sub-3116	0.0443277508020401	0.3372134268283844	0.2928856611251831	0.6400755047798157	-0.7946203351020813	-0.009839750826358795	0.2265237718820572
30	sub-3125	0.17675822973251343	-0.2872868776321411	-0.46404507756233215	-0.47251585125923157	-0.03143424168229103	0.03731232509016991	-0.10187890380620956
31	sub-3140	0.44672954082489014	-0.3740656077861786	-0.8207949995994568	-1.0642963647842407	-0.07028983533382416	-0.30336451530456543	-0.007879429496824741
32	sub-3143	0.2499535083770752	0.5395724773406982	0.28961899876594543	0.8501853346824646	-0.49558794498443604	0.16212917864322662	0.12826389074325562
33	sub-3166	-0.09449967741966248	-0.1109914481639862	-0.016491813585162163	-0.006499133538454771	0.44229647517204285	-0.06155208498239517	0.0997137576341629
34	sub-3167	-0.25808408856391907	0.7023742198944092	0.9604583382606506	1.5346070528030396	-0.11322736740112305	0.05429115518927574	0.41450273990631104
35	sub-3170	-0.3497020900249481	-0.03129596635699272	0.3184061348438263	-0.04991329088807106	-0.3252663016319275	-0.05862501636147499	-0.07035388797521591
36	sub-3173	-0.025578385218977928	-0.12995833158493042	-0.10437995940446854	-0.10544794052839279	-0.0915418341755867	-0.020035548135638237	0.027849676087498665
37	sub-3175	-0.02748883329331875	-0.30242815613746643	-0.27493932843208313	-0.16705192625522614	-0.17447109520435333	0.07235325127840042	0.008734628558158875
38	sub-3176	-0.3026280701160431	-0.5045169591903687	-0.2018888145685196	-0.11519794166088104	0.49775221943855286	0.01544578280299902	0.14322416484355927
39	sub-3189	-0.028978265821933746	0.5696298480033875	0.5986080765724182	0.360381156206131	0.21216002106666565	0.07190673053264618	-0.2210652381181717
40	sub-3190	0.034674499183893204	0.32925328612327576	0.29457882046699524	0.2392200082540512	0.2728581130504608	-0.03950768709182739	-0.008956331759691238
41	sub-3199	-0.19669517874717712	0.09989745169878006	0.296592652797699	0.08167886734008789	0.3640598952770233	0.09244832396507263	-0.17015910148620605
42	sub-3200	0.05189603567123413	-0.6584243774414062	-0.7103202939033508	-0.7392837405204773	-0.5632059574127197	0.16347646713256836	-0.20008401572704315
43	sub-3206	-0.09615159779787064	-0.34732717275619507	-0.25117555260658264	0.12718267738819122	-0.207095667719841	0.14377601444721222	0.1405133306980133
44	sub-3212	-0.08096437901258469	-0.06109200790524483	0.019872378557920456	0.11838672310113907	0.21189789474010468	0.055608928203582764	0.03705543652176857
45	sub-3218	-0.036737099289894104	0.017886124551296234	0.05462322011590004	-0.09968538582324982	-0.07147501409053802	0.05834541469812393	-0.14897213876247406
46	sub-3220	-0.07937467843294144	0.11449743062257767	0.1938721090555191	0.25308239459991455	3.071053288294934e-05	0.0452081598341465	0.02072358876466751
