	Subject	Conn Gain>Loss	Conn Gain>Neut	Conn Loss>Neut	Conn Salience	Conn Hit-Miss	Conn LG-SG	Conn LL-SL
0	sub-1001	-0.06657332926988602	0.6633718013763428	0.7213575839996338	0.5656288266181946	-0.6115767955780029	-0.09130649268627167	0.014734219759702682
1	sub-1003	-1.423285722732544	-0.3264475166797638	1.096838116645813	0.20214620232582092	-0.28359416127204895	0.014652539044618607	-0.1366852968931198
2	sub-1004	0.2137410044670105	0.21750055253505707	-0.11349239200353622	0.4652915298938751	0.225433349609375	0.1372908651828766	0.13446897268295288
3	sub-1006	-0.49332207441329956	-1.005466103553772	-0.5121440291404724	-0.8842887282371521	0.490902304649353	0.01930326223373413	-0.1029590293765068
4	sub-1009	0.258402943611145	-0.11453750729560852	-0.3599754869937897	-0.10632558166980743	-1.017825961112976	0.17756235599517822	-0.09213051944971085
5	sub-1010	-0.13445362448692322	0.4319537281990051	0.6364140510559082	0.44707241654396057	0.1646413654088974	-0.06006046384572983	0.004996121395379305
6	sub-1011	-0.17608742415905	0.13000434637069702	0.2976401150226593	-0.04930392652750015	-0.3925933539867401	-0.03778616338968277	-0.16019488871097565
7	sub-1012	-0.07921060919761658	0.2186221033334732	0.2643725275993347	0.06346369534730911	-0.07723893225193024	-0.0835123136639595	-0.016791177913546562
8	sub-1013	0.15959809720516205	0.2051703780889511	0.04177513346076012	0.036776695400476456	-0.1323653757572174	-0.16410347819328308	0.10293876379728317
9	sub-1015	-0.39799490571022034	0.31537482142448425	0.7100368738174438	1.2395268678665161	0.10231388360261917	0.2197834849357605	0.31618088483810425
10	sub-1016	-0.38528844714164734	0.12773722410202026	0.5134477019309998	0.8571565747261047	-0.013584345579147339	0.14889998733997345	0.2208835929632187
11	sub-1019	-0.016497140750288963	0.022153612226247787	0.03845289722084999	-0.2629161775112152	-0.061197806149721146	-0.12619516253471375	-0.09247443079948425
12	sub-1021	-0.07208290696144104	0.1189463883638382	0.19295984506607056	0.20792140066623688	-0.018476663157343864	0.10619793087244034	-0.07330185174942017
13	sub-1242	-0.021591490134596825	0.2436164766550064	0.2652079164981842	-0.011203804053366184	0.6904996037483215	-0.03852576017379761	-0.13855157792568207
